DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Comment
"117495",117495,Mk10,07:55:17 30-Jun-2012,Argos,B,-33.11899948,28.09900093,,,,,,,,,
"117495",117495,Mk10,11:09:09 30-Jun-2012,Argos,B,-33.11700058,28.10099983,,,,,,,,,
"117495",117495,Mk10,12:33:42 30-Jun-2012,Argos,B,-33.11700058,28.10199928,,,,,,,,,
"117495",117495,Mk10,12:52:02 30-Jun-2012,Argos,B,-33.10100174,28.15200043,,,,,,,,,
"117495",117495,Mk10,14:26:38 30-Jun-2012,Argos,B,-33.07699966,28.12899971,,,,,,,,,
"117495",117495,Mk10,16:04:19 30-Jun-2012,Argos,B,-33.07199860,28.11899948,,,,,,,,,
"117495",117495,Mk10,17:06:51 30-Jun-2012,Argos,B,-33.03699875,28.09499931,,,,,,,,,
"117495",117495,Mk10,18:33:11 30-Jun-2012,Argos,B,-33.01300049,28.08499908,,,,,,,,,
"117495",117495,Mk10,18:34:53 30-Jun-2012,Argos,B,-33.01599884,28.09399986,,,,,,,,,
"117495",117495,Mk10,18:44:56 30-Jun-2012,Argos,B,-33.06800079,28.10199928,,,,,,,,,
"117495",117495,Mk10,20:14:26 30-Jun-2012,Argos,B,-33.06200027,28.09099960,,,,,,,,,
"117495",117495,Mk10,20:14:26 30-Jun-2012,Argos,B,-33.06800079,28.09600067,,,,,,,,,
"117495",117495,Mk10,21:58:02 30-Jun-2012,Argos,B,-33.06399918,28.08399963,,,,,,,,,
"117495",117495,Mk10,22:31:27 30-Jun-2012,Argos,B,-33.00600052,28.08699989,,,,,,,,,
"117495",117495,Mk10,23:56:55 30-Jun-2012,Argos,B,-32.99599838,28.08099937,,,,,,,,,
"117495",117495,Mk10,01:39:20 01-Jul-2012,Argos,B,-33.03799820,28.12999916,,,,,,,,,
"117495",117495,Mk10,03:17:43 01-Jul-2012,Argos,B,-33.01200104,28.14800072,,,,,,,,,
"117495",117495,Mk10,04:24:15 01-Jul-2012,Argos,B,-33.00799942,28.16099930,,,,,,,,,
"117495",117495,Mk10,07:29:48 01-Jul-2012,Argos,B,-32.98500061,28.17600060,,,,,,,,,
"117495",117495,Mk10,07:32:42 01-Jul-2012,Argos,B,-32.98600006,28.17200089,,,,,,,,,
"117495",117495,Mk10,10:59:35 01-Jul-2012,Argos,B,-32.98400116,28.18400002,,,,,,,,,
"117495",117495,Mk10,12:29:41 01-Jul-2012,Argos,B,-32.99100113,28.13400078,,,,,,,,,
"117495",117495,Mk10,13:59:25 01-Jul-2012,Argos,B,-32.97200012,28.17300034,,,,,,,,,
"117495",117495,Mk10,15:41:12 01-Jul-2012,Argos,B,-32.96400070,28.15999985,,,,,,,,,
"117495",117495,Mk10,00:06:52 02-Jul-2012,Argos,B,-32.95399857,28.10799980,,,,,,,,,
