; Unless otherwise specified, depths here generally assume a 1000 meter instrument and you may need to double the depths for 2000 meter instruments!

DeployID,Ptt,DepthSensor,Source,Instr,Date,Time Offset,Count,LocationQuality,Latitude,Longitude,BadTherm,NumBins,Partial,Depth1,MinTemp1,MaxTemp1,Depth2,MinTemp2,MaxTemp2,Depth3,MinTemp3,MaxTemp3,Depth4,MinTemp4,MaxTemp4,Depth5,MinTemp5,MaxTemp5,Depth6,MinTemp6,MaxTemp6,Depth7,MinTemp7,MaxTemp7,Depth8,MinTemp8,MaxTemp8,Depth9,MinTemp9,MaxTemp9,Depth10,MinTemp10,MaxTemp10,Depth11,MinTemp11,MaxTemp11,Depth12,MinTemp12,MaxTemp12,Depth13,MinTemp13,MaxTemp13,Depth14,MinTemp14,MaxTemp14,Depth15,MinTemp15,MaxTemp15
"117495",117495,,Argos,Mk10,06:00:00 19-Mar-2012,0.00,1,,,,0,4,,0.000000,20.00,20.40,8.000000,18.60,20.40,16.000000,17.00,19.40,24.000000,17.00,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,00:00:00 24-Mar-2012,-1.00,1,,,,0,3,,0.000000,19.80,20.20,8.000000,19.60,20.20,16.000000,19.20,20.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,00:00:00 26-Mar-2012,-1.00,1,,,,0,3,,0.000000,19.60,20.00,8.000000,19.00,19.80,16.000000,19.00,19.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,06:00:00 26-Mar-2012,-1.00,1,,,,0,2,,0.000000,18.80,19.60,8.000000,18.80,19.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,00:00:00 29-Mar-2012,-2.00,1,,,,0,3,,0.000000,18.80,20.20,8.000000,17.40,19.60,16.000000,17.20,17.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,12:00:00 29-Mar-2012,-2.00,1,,,,0,4,,-8.000000,20.60,20.60,0.000000,19.00,20.60,8.000000,17.60,20.00,16.000000,17.20,18.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,18:00:00 31-Mar-2012,-2.00,1,,,,0,3,,0.000000,19.60,19.80,8.000000,19.60,19.80,16.000000,19.20,19.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,00:00:00 03-Apr-2012,-3.00,1,,,,0,2,,0.000000,19.60,19.80,8.000000,18.80,19.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,06:00:00 03-Apr-2012,-3.00,1,,,,0,2,,0.000000,19.20,19.80,8.000000,19.20,19.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,06:00:00 04-Apr-2012,-3.00,1,,,,0,2,,0.000000,19.80,20.00,8.000000,19.80,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,12:00:00 04-Apr-2012,-3.00,1,,,,0,3,,-8.000000,19.80,20.00,0.000000,19.40,20.40,8.000000,19.60,20.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,12:00:00 06-Apr-2012,-3.00,1,,,,0,3,,-8.000000,20.00,20.40,0.000000,19.00,20.40,8.000000,19.00,19.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,00:00:00 08-Apr-2012,-4.00,1,,,,0,4,,-8.000000,19.80,19.80,0.000000,19.60,19.80,8.000000,18.20,19.80,16.000000,17.60,19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,06:00:00 13-Apr-2012,-5.00,1,,,,0,2,,0.000000,16.00,17.80,8.000000,15.80,17.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117495",117495,,Argos,Mk10,00:00:00 17-Apr-2012,-5.00,1,,,,0,2,,40.000000,12.60,13.00,48.000000,12.60,12.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
