DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.000000,0.250000,Archive,13.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.000000,0.250000,Archive,11.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.000000,0.250000,Archive,26.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 19-Apr-2012,GPE,-38.00000000,20.01073074,0.000000,0.250000,Archive,17.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.000000,0.250000,Archive,22.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.000000,0.250000,Archive,19.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 19-Apr-2012,GPE,-33.50000000,21.47459984,0.000000,0.250000,Archive,19.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 20-Apr-2012,GPE,-33.50000000,21.47459984,0.000000,0.250000,Archive,19.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 20-Apr-2012,GPE,-33.50000000,21.47459984,0.000000,0.250000,Archive,20.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 20-Apr-2012,GPE,-33.50000000,21.47459984,1.000000,0.250000,Archive,17.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 20-Apr-2012,GPE,-34.50000000,21.59774971,0.000000,0.250000,Archive,17.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 21-Apr-2012,GPE,-34.50000000,21.59774971,0.000000,0.250000,Archive,25.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 21-Apr-2012,GPE,-34.50000000,21.59774971,0.000000,0.250000,Archive,19.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 21-Apr-2012,GPE,-34.50000000,21.59774971,0.000000,0.250000,Archive,11.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 21-Apr-2012,GPE,-34.50000000,21.59774971,0.000000,0.250000,Archive,11.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 22-Apr-2012,GPE,-34.50000000,21.59774971,0.000000,0.250000,Archive,11.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 22-Apr-2012,GPE,-40.50000000,21.57592010,0.000000,0.250000,Archive,11.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 22-Apr-2012,GPE,-40.50000000,21.57592010,0.000000,0.250000,Archive,19.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 22-Apr-2012,GPE,-36.00000000,21.07825089,0.000000,0.250000,Archive,23.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 23-Apr-2012,GPE,-36.00000000,21.07825089,0.000000,0.250000,Archive,22.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 23-Apr-2012,GPE,-36.00000000,21.07825089,0.000000,0.250000,Archive,16.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 23-Apr-2012,GPE,-36.00000000,21.07825089,0.500000,0.250000,Archive,26.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 23-Apr-2012,GPE,-36.00000000,21.07825089,9.000000,0.250000,Archive,24.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 24-Apr-2012,GPE,-36.00000000,21.07825089,9.500000,0.250000,Archive,24.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 24-Apr-2012,GPE,-36.00000000,21.07825089,18.500000,0.250000,Archive,25.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 24-Apr-2012,GPE,-36.00000000,21.07825089,0.000000,0.250000,Archive,24.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 24-Apr-2012,GPE,-36.00000000,20.96845055,0.000000,0.250000,Archive,44.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 25-Apr-2012,GPE,-36.00000000,20.96845055,0.000000,0.250000,Archive,21.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 25-Apr-2012,GPE,-32.50000000,21.38941956,0.000000,0.250000,Archive,12.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 25-Apr-2012,GPE,-32.50000000,21.38941956,0.000000,0.250000,Archive,11.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 25-Apr-2012,GPE,-37.50000000,22.05205917,0.000000,0.250000,Archive,19.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 26-Apr-2012,GPE,-37.50000000,22.05205917,0.000000,0.250000,Archive,18.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 26-Apr-2012,GPE,-35.50000000,21.22879982,0.000000,0.250000,Archive,25.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 26-Apr-2012,GPE,-35.50000000,21.22879982,0.000000,0.250000,Archive,14.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 26-Apr-2012,GPE,-35.50000000,21.22879982,0.000000,0.250000,Archive,44.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 27-Apr-2012,GPE,-35.50000000,21.22879982,0.000000,0.250000,Archive,21.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 27-Apr-2012,GPE,-35.50000000,21.22879982,0.000000,0.250000,Archive,16.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 27-Apr-2012,GPE,-35.50000000,21.22879982,2.000000,0.250000,Archive,13.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 27-Apr-2012,GPE,-35.50000000,21.22879982,0.000000,0.250000,Archive,11.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 28-Apr-2012,GPE,-35.50000000,21.22879982,0.000000,0.250000,Archive,9.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 28-Apr-2012,GPE,-35.00000000,21.59543037,0.000000,0.250000,Archive,11.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 28-Apr-2012,GPE,-35.00000000,21.59543037,2.500000,0.250000,Archive,11.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 28-Apr-2012,GPE,-35.00000000,21.59543037,0.000000,0.250000,Archive,9.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 29-Apr-2012,GPE,-35.00000000,21.59543037,0.000000,0.250000,Archive,10.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 29-Apr-2012,GPE,-35.00000000,21.59543037,0.000000,0.250000,Archive,9.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 29-Apr-2012,GPE,-35.00000000,21.59543037,0.000000,0.250000,Archive,9.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 29-Apr-2012,GPE,-34.50000000,21.37100029,0.000000,0.250000,Archive,12.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 30-Apr-2012,GPE,-34.50000000,21.37100029,0.000000,0.250000,Archive,11.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 30-Apr-2012,GPE,-37.50000000,21.43330002,0.000000,0.250000,Archive,7.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 30-Apr-2012,GPE,-37.50000000,21.43330002,0.000000,0.250000,Archive,13.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 30-Apr-2012,GPE,-37.50000000,21.43330002,0.000000,0.250000,Archive,16.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 01-May-2012,GPE,-37.50000000,21.43330002,0.000000,0.250000,Archive,17.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 01-May-2012,GPE,-34.50000000,21.05373001,0.000000,0.250000,Archive,18.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 01-May-2012,GPE,-34.50000000,21.05373001,0.000000,0.250000,Archive,23.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 01-May-2012,GPE,-34.50000000,21.05373001,0.000000,0.250000,Archive,25.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 02-May-2012,GPE,-34.50000000,21.05373001,0.000000,0.250000,Archive,21.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 02-May-2012,GPE,-34.50000000,21.05373001,0.000000,0.250000,Archive,17.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 02-May-2012,GPE,-34.50000000,21.05373001,0.000000,0.250000,Archive,20.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 02-May-2012,GPE,-34.50000000,21.05373001,0.500000,0.250000,Archive,19.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 03-May-2012,GPE,-34.50000000,21.05373001,0.000000,0.250000,Archive,15.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 03-May-2012,GPE,-38.50000000,19.48810005,0.000000,0.250000,Archive,20.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 03-May-2012,GPE,-38.50000000,19.48810005,4.500000,0.250000,Archive,23.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 03-May-2012,GPE,-39.00000000,19.08423042,8.000000,0.250000,Archive,21.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 04-May-2012,GPE,-39.00000000,19.08423042,0.000000,0.250000,Archive,19.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 04-May-2012,GPE,-25.50000000,22.57908058,0.000000,0.250000,Archive,25.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 04-May-2012,GPE,-25.50000000,22.57908058,0.000000,0.250000,Archive,26.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 04-May-2012,GPE,-34.00000000,23.27906036,0.000000,0.250000,Archive,34.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 05-May-2012,GPE,-34.00000000,23.27906036,0.000000,0.250000,Archive,31.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 05-May-2012,GPE,-38.50000000,21.68000031,0.000000,0.250000,Archive,26.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 05-May-2012,GPE,-38.50000000,21.68000031,0.000000,0.250000,Archive,26.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 05-May-2012,GPE,-37.50000000,21.76964951,0.000000,0.250000,Archive,21.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 06-May-2012,GPE,-37.50000000,21.76964951,0.000000,0.250000,Archive,28.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 06-May-2012,GPE,-37.50000000,21.59754944,0.000000,0.250000,Archive,27.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 06-May-2012,GPE,-37.50000000,21.59754944,0.000000,0.250000,Archive,25.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 06-May-2012,GPE,-36.00000000,21.41419029,0.000000,0.250000,Archive,25.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 07-May-2012,GPE,-36.00000000,21.41419029,0.000000,0.250000,Archive,15.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 07-May-2012,GPE,-35.00000000,21.48094940,0.000000,0.250000,Archive,18.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 07-May-2012,GPE,-35.00000000,21.48094940,0.000000,0.250000,Archive,34.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 07-May-2012,GPE,-35.50000000,20.94907951,0.000000,0.250000,Archive,33.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 08-May-2012,GPE,-35.50000000,20.94907951,0.000000,0.250000,Archive,18.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 08-May-2012,GPE,-36.00000000,20.72296906,0.000000,0.250000,Archive,17.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 08-May-2012,GPE,-36.00000000,20.72296906,0.000000,0.250000,Archive,24.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 08-May-2012,GPE,-35.00000000,21.24860001,0.000000,0.250000,Archive,22.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 09-May-2012,GPE,-35.00000000,21.24860001,0.000000,0.250000,Archive,18.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 09-May-2012,GPE,-36.50000000,20.69982910,0.000000,0.250000,Archive,10.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 09-May-2012,GPE,-36.50000000,20.69982910,0.000000,0.250000,Archive,16.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 09-May-2012,GPE,-36.00000000,20.71799088,0.000000,0.250000,Archive,23.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 10-May-2012,GPE,-36.00000000,20.71799088,0.000000,0.250000,Archive,18.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 10-May-2012,GPE,-36.50000000,20.32125092,0.000000,0.250000,Archive,22.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 10-May-2012,GPE,-36.50000000,20.32125092,0.000000,0.250000,Archive,13.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 10-May-2012,GPE,-36.50000000,20.34917068,0.000000,0.250000,Archive,10.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 11-May-2012,GPE,-36.50000000,20.34917068,0.000000,0.250000,Archive,17.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 11-May-2012,GPE,-36.00000000,20.22205925,0.000000,0.250000,Archive,32.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 11-May-2012,GPE,-36.00000000,20.22205925,0.000000,0.250000,Archive,24.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 11-May-2012,GPE,-36.50000000,20.24224091,0.000000,0.250000,Archive,26.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 12-May-2012,GPE,-36.50000000,20.24224091,0.000000,0.250000,Archive,24.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 12-May-2012,GPE,-38.00000000,20.03807068,0.000000,0.250000,Archive,32.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 12-May-2012,GPE,-38.00000000,20.03807068,0.000000,0.250000,Archive,21.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 12-May-2012,GPE,-37.50000000,19.73862076,0.000000,0.250000,Archive,22.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 13-May-2012,GPE,-37.50000000,19.73862076,0.000000,0.250000,Archive,45.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 13-May-2012,GPE,-36.00000000,20.10704994,0.000000,0.250000,Archive,27.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 13-May-2012,GPE,-36.00000000,20.10704994,0.000000,0.250000,Archive,28.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 13-May-2012,GPE,-35.50000000,19.68571091,0.000000,0.250000,Archive,18.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 14-May-2012,GPE,-35.50000000,19.68571091,0.000000,0.250000,Archive,13.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 14-May-2012,GPE,-35.50000000,19.68571091,0.000000,0.250000,Archive,5.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 14-May-2012,GPE,-35.50000000,19.68571091,0.000000,0.250000,Archive,6.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 14-May-2012,GPE,-35.50000000,19.68571091,0.000000,0.250000,Archive,27.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 15-May-2012,GPE,-35.50000000,19.68571091,0.000000,0.250000,Archive,20.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 15-May-2012,GPE,-38.50000000,18.36222076,0.000000,0.250000,Archive,18.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 15-May-2012,GPE,-38.50000000,18.36222076,0.000000,0.250000,Archive,16.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 15-May-2012,GPE,-38.00000000,18.25587082,0.000000,0.250000,Archive,11.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 16-May-2012,GPE,-38.00000000,18.25587082,0.000000,0.250000,Archive,7.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 16-May-2012,GPE,-36.00000000,18.64096069,0.000000,0.250000,Archive,4.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 16-May-2012,GPE,-36.00000000,18.64096069,0.000000,0.250000,Archive,3.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 16-May-2012,GPE,-37.00000000,19.24430084,0.000000,0.250000,Archive,7.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 17-May-2012,GPE,-37.00000000,19.24430084,0.000000,0.250000,Archive,19.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 17-May-2012,GPE,-36.50000000,19.34720993,0.000000,0.250000,Archive,23.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 17-May-2012,GPE,-36.50000000,19.34720993,0.000000,0.250000,Archive,22.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 17-May-2012,GPE,-37.00000000,19.73269081,2.500000,0.250000,Archive,26.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 18-May-2012,GPE,-37.00000000,19.73269081,0.000000,0.250000,Archive,25.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 18-May-2012,GPE,-36.50000000,19.82300949,4.000000,0.250000,Archive,22.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 18-May-2012,GPE,-36.50000000,19.82300949,5.500000,0.250000,Archive,24.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 18-May-2012,GPE,-35.00000000,19.20181084,0.000000,0.250000,Archive,23.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 19-May-2012,GPE,-35.00000000,19.20181084,3.500000,0.250000,Archive,32.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 19-May-2012,GPE,-36.50000000,17.69219017,6.000000,0.250000,Archive,33.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 19-May-2012,GPE,-36.50000000,17.69219017,9.000000,0.250000,Archive,32.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 19-May-2012,GPE,-36.50000000,17.69219017,0.000000,0.250000,Archive,32.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 20-May-2012,GPE,-36.50000000,17.69219017,7.000000,0.250000,Archive,34.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 20-May-2012,GPE,-36.50000000,17.69219017,7.000000,0.250000,Archive,30.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 20-May-2012,GPE,-36.50000000,17.69219017,1.000000,0.250000,Archive,35.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 20-May-2012,GPE,-33.00000000,21.30227089,0.000000,0.250000,Archive,40.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 21-May-2012,GPE,-33.00000000,21.30227089,1.000000,0.250000,Archive,32.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 21-May-2012,GPE,-33.00000000,21.30227089,10.500000,0.250000,Archive,30.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 21-May-2012,GPE,-33.00000000,21.30227089,0.000000,0.250000,Archive,36.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 21-May-2012,GPE,-33.00000000,21.30227089,0.000000,0.250000,Archive,30.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 22-May-2012,GPE,-33.00000000,21.30227089,9.000000,0.250000,Archive,28.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 22-May-2012,GPE,-33.50000000,20.83762932,0.000000,0.250000,Archive,21.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 22-May-2012,GPE,-33.50000000,20.83762932,16.500000,0.250000,Archive,22.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 22-May-2012,GPE,-34.00000000,21.22929955,13.500000,0.250000,Archive,21.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 23-May-2012,GPE,-34.00000000,21.22929955,14.000000,0.250000,Archive,22.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 23-May-2012,GPE,-35.00000000,20.59263039,10.000000,0.250000,Archive,19.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 23-May-2012,GPE,-35.00000000,20.59263039,14.000000,0.250000,Archive,20.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 23-May-2012,GPE,-34.50000000,20.44938087,0.000000,0.250000,Archive,19.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 24-May-2012,GPE,-34.50000000,20.44938087,12.000000,0.250000,Archive,20.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 24-May-2012,GPE,-34.00000000,20.59202957,12.000000,0.250000,Archive,20.000000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,12:00:00 24-May-2012,GPE,-34.00000000,20.59202957,9.000000,0.250000,Archive,19.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 24-May-2012,GPE,-34.50000000,20.66157913,11.500000,0.250000,Archive,18.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 25-May-2012,GPE,-34.50000000,20.66157913,4.500000,0.250000,Archive,20.500000,0.250000,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 25-May-2012,GPE,-34.00000000,20.79289055,12.000000,0.250000,Archive,19.000000,0.250000,Archive
