DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
"Gansbaai GW2",117494,0.500000,Mk10,18:00:00 17-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.8,Archive
"Gansbaai GW2",117494,0.500000,Mk10,19:00:00 17-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,20:00:00 17-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,21:00:00 17-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,22:00:00 17-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,23:00:00 17-Apr-2012,GPE,-38.00000000,20.01073074,0.5,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,00:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,1.0,18.8,Archive
"Gansbaai GW2",117494,0.500000,Mk10,01:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.8,Archive
"Gansbaai GW2",117494,0.500000,Mk10,02:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,03:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,04:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,1.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,05:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,06:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,1.0,18.6,Archive
"Gansbaai GW2",117494,0.500000,Mk10,07:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,3.0,18.7,Archive
"Gansbaai GW2",117494,0.500000,Mk10,08:00:00 18-Apr-2012,GPE,-38.00000000,20.01073074,0.0,18.7,Archive
