year month day hour min sec depth light temp
2003 4 5 16 50 53 0 141 0
2003 4 6 4 54 53 0 141 0
2003 4 6 4 58 53 0 140 0
2003 4 6 5 2 53 0 136 0
2003 4 6 5 6 53 0 134 0
2003 4 6 5 10 53 0 131 0
2003 4 6 5 14 53 0 126 0
2003 4 6 5 18 53 0 120 0
2003 4 6 5 22 53 0 114 0
2003 4 6 5 26 53 0 107 0
2003 4 6 5 30 53 0 102 0
2003 4 6 5 34 53 0 93 0
2003 4 6 5 38 53 0 86 0
2003 4 7 4 16 53 0 149 0
2003 4 7 4 24 53 0 148 0
2003 4 7 4 32 53 0 147 0
2003 4 7 4 40 53 0 145 0
2003 4 7 4 48 53 0 141 0
2003 4 7 4 56 53 0 137 0
2003 4 7 5 4 53 0 133 0
2003 4 7 5 12 53 0 126 0
2003 4 7 5 20 53 0 114 0
2003 4 7 5 28 53 0 103 0
2003 4 7 5 36 53 0 90 0
2003 4 7 5 44 53 0 84 0
2003 4 7 16 1 53 0 84 0
2003 4 7 16 9 53 0 90 0
2003 4 7 16 17 53 0 103 0
2003 4 7 16 25 53 0 114 0
2003 4 7 16 33 53 0 126 0
2003 4 7 16 41 53 0 133 0
2003 4 7 16 49 53 0 137 0
2003 4 7 16 57 53 0 141 0
2003 4 7 17 5 53 0 145 0
2003 4 7 17 13 53 0 147 0
2003 4 7 17 21 53 0 148 0
2003 4 7 17 29 53 0 149 0
2003 4 8 14 30 53 0 81 0
2003 4 8 14 46 53 0 81 0
2003 4 8 15 2 53 0 81 0
2003 4 8 15 18 53 0 82 0
2003 4 8 15 34 53 0 82 0
2003 4 8 15 50 53 0 83 0
2003 4 8 16 1 53 0 83 0
2003 4 8 16 6 53 0 88 0
2003 4 8 16 6 53 0 91 0
2003 4 8 16 11 53 0 97 0
2003 4 8 16 16 53 0 107 0
2003 4 8 16 21 53 0 115 0
2003 4 8 16 22 53 0 118 0
2003 4 8 16 26 53 0 122 0
2003 4 8 16 31 53 0 128 0
2003 4 8 16 36 53 0 133 0
2003 4 8 16 38 53 0 138 0
2003 4 8 16 41 53 0 139 0
2003 4 8 16 46 53 0 141 0
2003 4 8 16 51 53 0 143 0
2003 4 8 16 54 53 0 144 0
2003 4 8 16 56 53 0 145 0
2003 4 8 17 10 53 0 149 0
2003 4 8 17 26 53 0 151 0
2003 4 9 4 14 53 0 151 0
2003 4 9 4 30 53 0 149 0
2003 4 9 4 44 53 0 145 0
2003 4 9 4 46 53 0 144 0
2003 4 9 4 49 53 0 143 0
2003 4 9 4 54 53 0 141 0
2003 4 9 4 59 53 0 139 0
2003 4 9 5 2 53 0 138 0
2003 4 9 5 4 53 0 133 0
2003 4 9 5 9 53 0 128 0
2003 4 9 5 14 53 0 122 0
2003 4 9 5 18 53 0 118 0
2003 4 9 5 19 53 0 115 0
2003 4 9 5 24 53 0 107 0
2003 4 9 5 29 53 0 97 0
2003 4 9 5 34 53 0 88 0
2003 4 9 5 34 53 0 91 0
2003 4 9 5 39 53 0 83 0
2003 4 9 5 50 53 0 83 0
2003 4 9 6 6 53 0 82 0
2003 4 9 6 22 53 0 82 0
2003 4 9 6 38 53 0 81 0
2003 4 9 6 54 53 0 81 0
2003 4 9 7 10 53 0 81 0
2003 4 9 15 58 53 0 84 0
2003 4 9 16 7 53 0 92 0
2003 4 9 16 16 53 0 107 0
2003 4 9 16 25 53 0 121 0
2003 4 9 16 34 53 0 132 0
2003 4 9 16 43 53 0 138 0
2003 4 9 16 52 53 0 143 0
2003 4 9 17 1 53 0 146 0
2003 4 9 17 10 53 0 149 0
2003 4 9 17 19 53 0 150 0
2003 4 9 17 28 53 0 151 0
2003 4 9 17 37 53 0 151 0
2003 4 10 4 3 53 0 151 0
2003 4 10 4 12 53 0 151 0
2003 4 10 4 21 53 0 150 0
2003 4 10 4 30 53 0 149 0
2003 4 10 4 39 53 0 146 0
2003 4 10 4 48 53 0 143 0
2003 4 10 4 57 53 0 138 0
2003 4 10 5 6 53 0 132 0
2003 4 10 5 15 53 0 121 0
2003 4 10 5 24 53 0 107 0
2003 4 10 5 33 53 0 92 0
2003 4 10 5 42 53 0 84 0
2003 4 10 15 58 53 0 81 0
2003 4 10 16 0 52 0 87 0
2003 4 10 16 3 53 0 88 0
2003 4 10 16 8 52 0 96 0
2003 4 10 16 8 53 0 96 0
2003 4 10 16 13 53 0 106 0
2003 4 10 16 16 52 0 109 0
2003 4 10 16 18 53 0 115 0
2003 4 10 16 23 53 0 122 0
2003 4 10 16 24 52 0 122 0
2003 4 10 16 28 53 0 128 0
2003 4 10 16 32 52 0 131 0
2003 4 10 16 33 53 0 133 0
2003 4 10 16 38 53 0 137 0
2003 4 10 16 40 52 0 137 0
2003 4 10 16 43 53 0 140 0
2003 4 10 16 48 52 0 141 0
2003 4 10 16 48 53 0 143 0
2003 4 10 16 53 53 0 145 0
2003 4 10 16 56 52 0 143 0
2003 4 10 17 4 52 0 144 0
2003 4 10 17 12 52 0 147 0
2003 4 10 17 20 52 0 150 0
2003 4 10 17 28 52 0 155 0
2003 4 11 4 10 53 0 155 0
2003 4 11 4 18 53 0 150 0
2003 4 11 4 26 53 0 147 0
2003 4 11 4 34 53 0 144 0
2003 4 11 4 42 53 0 143 0
2003 4 11 4 45 53 0 145 0
2003 4 11 4 50 53 0 143 0
2003 4 11 4 50 53 0 141 0
2003 4 11 4 54 53 0 132 0
2003 4 11 4 55 53 0 140 0
2003 4 11 4 58 53 0 137 0
2003 4 11 4 58 53 0 132 0
2003 4 11 5 0 53 0 137 0
2003 4 11 5 2 53 0 130 0
2003 4 11 5 5 53 0 133 0
2003 4 11 5 6 53 0 131 0
2003 4 11 5 6 53 0 127 0
2003 4 11 5 10 53 0 128 0
2003 4 11 5 10 53 0 123 0
2003 4 11 5 14 53 0 122 0
2003 4 11 5 14 53 0 117 0
2003 4 11 5 15 53 0 122 0
2003 4 11 5 18 53 0 111 0
2003 4 11 5 20 53 0 115 0
2003 4 11 5 22 53 0 109 0
2003 4 11 5 22 53 0 105 0
2003 4 11 5 25 53 0 106 0
2003 4 11 5 26 53 0 100 0
2003 4 11 5 30 53 0 96 0
2003 4 11 5 30 53 0 96 0
2003 4 11 5 30 53 0 91 0
2003 4 11 5 34 53 0 84 0
2003 4 11 5 35 53 0 88 0
2003 4 11 5 38 53 0 87 0
2003 4 11 5 38 53 0 80 0
2003 4 11 5 40 53 0 81 0
2003 4 11 15 54 53 0 80 0
2003 4 11 15 58 53 0 84 0
2003 4 11 16 2 53 0 91 0
2003 4 11 16 6 53 0 100 0
2003 4 11 16 10 53 0 105 0
2003 4 11 16 14 53 0 111 0
2003 4 11 16 18 53 0 117 0
2003 4 11 16 22 53 0 123 0
2003 4 11 16 26 53 0 127 0
2003 4 11 16 30 53 0 130 0
2003 4 11 16 34 53 0 132 0
2003 4 11 16 38 53 0 132 0
2003 4 12 15 56 53 0 83 0
2003 4 12 16 2 53 0 92 0
2003 4 12 16 8 53 0 103 0
2003 4 12 16 14 53 0 115 0
2003 4 12 16 20 53 0 123 0
2003 4 12 16 26 53 0 131 0
2003 4 12 16 32 53 0 135 0
2003 4 12 16 38 53 0 140 0
2003 4 12 16 44 53 0 143 0
2003 4 12 16 50 53 0 145 0
2003 4 12 16 56 53 0 150 0
2003 4 12 17 2 53 0 152 0
2003 4 13 3 52 53 0 152 0
2003 4 13 4 2 53 0 150 0
2003 4 13 4 12 53 0 148 0
2003 4 13 4 22 53 0 146 0
2003 4 13 4 32 53 0 152 0
2003 4 13 4 32 53 0 145 0
2003 4 13 4 38 53 0 150 0
2003 4 13 4 42 53 0 143 0
2003 4 13 4 44 53 0 145 0
2003 4 13 4 50 53 0 143 0
2003 4 13 4 52 53 0 140 0
2003 4 13 4 56 53 0 140 0
2003 4 13 5 2 53 0 135 0
2003 4 13 5 2 53 0 134 0
2003 4 13 5 8 53 0 131 0
2003 4 13 5 12 53 0 123 0
2003 4 13 5 14 53 0 123 0
2003 4 13 5 20 53 0 115 0
2003 4 13 5 22 53 0 107 0
2003 4 13 5 26 53 0 103 0
2003 4 13 5 32 53 0 92 0
2003 4 13 5 32 53 0 91 0
2003 4 13 5 38 53 0 83 0
2003 4 13 5 42 53 0 84 0
2003 4 13 15 54 53 0 98 0
2003 4 13 15 58 53 0 105 0
2003 4 13 16 2 53 0 113 0
2003 4 13 16 6 53 0 118 0
2003 4 13 16 10 53 0 125 0
2003 4 13 16 14 53 0 133 0
2003 4 13 16 18 53 0 140 0
2003 4 13 16 22 53 0 143 0
2003 4 13 16 26 53 0 146 0
2003 4 13 16 30 53 0 148 0
2003 4 13 16 34 53 0 151 0
2003 4 13 16 38 53 0 155 0
2003 4 14 3 49 53 0 158 0
2003 4 14 3 59 53 0 156 0
2003 4 14 4 9 53 0 153 0
2003 4 14 4 19 53 0 152 0
2003 4 14 4 29 53 0 150 0
2003 4 14 4 39 53 0 148 0
2003 4 14 4 49 53 0 143 0
2003 4 14 4 59 53 0 138 0
2003 4 14 5 9 53 0 129 0
2003 4 14 5 19 53 0 115 0
2003 4 14 5 29 53 0 99 0
2003 4 14 5 39 53 0 89 0
2003 4 14 15 48 53 0 96 0
2003 4 14 15 53 53 0 99 0
2003 4 14 15 58 53 0 110 0
2003 4 14 16 3 53 0 118 0
2003 4 14 16 8 53 0 126 0
2003 4 14 16 13 53 0 135 0
2003 4 14 16 18 53 0 140 0
2003 4 14 16 23 53 0 146 0
2003 4 14 16 28 53 0 149 0
2003 4 14 16 33 53 0 153 0
2003 4 14 16 38 53 0 157 0
2003 4 14 16 43 53 0 158 0
2003 4 15 4 35 53 0 148 0
2003 4 15 4 41 53 0 147 0
2003 4 15 4 47 53 0 142 0
2003 4 15 4 53 53 0 138 0
2003 4 15 4 59 53 0 134 0
2003 4 15 5 5 53 0 131 0
2003 4 15 5 11 53 0 125 0
2003 4 15 5 17 53 0 117 0
2003 4 15 5 23 53 0 105 0
2003 4 15 5 29 53 0 93 0
2003 4 15 5 35 53 0 84 0
2003 4 15 5 41 53 0 80 0
2003 4 15 15 44 53 0 80 0
2003 4 15 15 50 53 0 84 0
2003 4 15 15 56 53 0 93 0
2003 4 15 16 2 53 0 105 0
2003 4 15 16 8 53 0 117 0
2003 4 15 16 14 53 0 125 0
2003 4 15 16 20 53 0 131 0
2003 4 15 16 26 53 0 134 0
2003 4 15 16 32 53 0 138 0
2003 4 15 16 38 53 0 142 0
2003 4 15 16 44 53 0 147 0
2003 4 15 16 50 53 0 148 0
2003 4 20 4 17 53 0 155 0
2003 4 20 4 24 53 0 155 0
2003 4 20 4 31 53 0 149 0
2003 4 20 4 38 53 0 145 0
2003 4 20 4 45 53 0 143 0
2003 4 20 4 52 53 0 139 0
2003 4 20 4 59 53 0 133 0
2003 4 20 5 6 53 0 124 0
2003 4 20 5 13 53 0 115 0
2003 4 20 5 20 53 0 101 0
2003 4 20 5 27 53 0 89 0
2003 4 20 5 34 53 0 81 0
2003 4 20 15 34 53 0 81 0
2003 4 20 15 41 53 0 89 0
2003 4 20 15 48 53 0 101 0
2003 4 20 15 55 53 0 115 0
2003 4 20 16 2 53 0 124 0
2003 4 20 16 9 53 0 133 0
2003 4 20 16 16 53 0 139 0
2003 4 20 16 23 53 0 143 0
2003 4 20 16 30 53 0 145 0
2003 4 20 16 37 53 0 149 0
2003 4 20 16 44 53 0 155 0
2003 4 20 16 51 53 0 155 0
2003 4 21 4 20 53 0 152 0
2003 4 21 4 27 53 0 150 0
2003 4 21 4 34 53 0 148 0
2003 4 21 4 41 53 0 145 0
2003 4 21 4 48 53 0 143 0
2003 4 21 4 55 53 0 138 0
2003 4 21 5 2 53 0 130 0
2003 4 21 5 9 53 0 122 0
2003 4 21 5 16 53 0 112 0
2003 4 21 5 23 53 0 100 0
2003 4 21 5 30 53 0 90 0
2003 4 21 5 37 53 0 85 0
2003 4 21 15 32 53 0 85 0
2003 4 21 15 39 53 0 90 0
2003 4 21 15 46 53 0 100 0
2003 4 21 15 53 53 0 112 0
2003 4 21 16 0 53 0 122 0
2003 4 21 16 7 53 0 130 0
2003 4 21 16 14 53 0 138 0
2003 4 21 16 21 53 0 143 0
2003 4 21 16 28 53 0 145 0
2003 4 21 16 35 53 0 148 0
2003 4 21 16 42 53 0 150 0
2003 4 21 16 49 53 0 152 0
2003 4 22 4 46 53 0 144 0
2003 4 22 4 51 53 0 143 0
2003 4 22 4 56 53 0 139 0
2003 4 22 5 1 53 0 135 0
2003 4 22 5 6 53 0 130 0
2003 4 22 5 11 53 0 124 0
2003 4 22 5 16 53 0 114 0
2003 4 22 5 21 53 0 108 0
2003 4 22 5 26 53 0 99 0
2003 4 22 5 31 53 0 93 0
2003 4 22 5 36 53 0 85 0
2003 4 22 5 41 53 0 81 0
2003 4 22 15 33 53 0 81 0
2003 4 22 15 38 53 0 85 0
2003 4 22 15 43 53 0 93 0
2003 4 22 15 48 53 0 99 0
2003 4 22 15 53 53 0 108 0
2003 4 22 15 58 53 0 114 0
2003 4 22 16 3 53 0 124 0
2003 4 22 16 8 53 0 130 0
2003 4 22 16 13 53 0 135 0
2003 4 22 16 18 53 0 139 0
2003 4 22 16 23 53 0 143 0
2003 4 22 16 28 53 0 144 0
2003 4 24 4 54 53 0 141 0
2003 4 24 4 58 53 0 139 0
2003 4 24 5 2 53 0 136 0
2003 4 24 5 6 53 0 132 0
2003 4 24 5 10 53 0 129 0
2003 4 24 5 14 53 0 125 0
2003 4 24 5 18 53 0 119 0
2003 4 24 5 22 53 0 113 0
2003 4 24 5 26 53 0 106 0
2003 4 24 5 30 53 0 97 0
2003 4 24 5 34 53 0 89 0
2003 4 24 5 38 53 0 82 0
2003 4 24 15 39 53 0 82 0
2003 4 24 15 43 53 0 89 0
2003 4 24 15 47 53 0 97 0
2003 4 24 15 51 53 0 106 0
2003 4 24 15 55 53 0 113 0
2003 4 24 15 59 53 0 119 0
2003 4 24 16 3 53 0 125 0
2003 4 24 16 7 53 0 129 0
2003 4 24 16 11 53 0 132 0
2003 4 24 16 15 53 0 136 0
2003 4 24 16 19 53 0 139 0
2003 4 24 16 23 53 0 141 0
2003 4 25 13 50 53 0 80 0
2003 4 25 14 6 53 0 80 0
2003 4 25 14 22 53 0 81 0
2003 4 25 14 38 53 0 81 0
2003 4 25 14 54 53 0 81 0
2003 4 25 15 10 53 0 82 0
2003 4 25 15 26 53 0 83 0
2003 4 25 15 32 53 0 80 0
2003 4 25 15 37 53 0 82 0
2003 4 25 15 42 53 0 89 0
2003 4 25 15 42 53 0 92 0
2003 4 25 15 47 53 0 98 0
2003 4 25 15 52 53 0 106 0
2003 4 25 15 57 53 0 114 0
2003 4 25 15 58 53 0 117 0
2003 4 25 16 2 53 0 122 0
2003 4 25 16 7 53 0 128 0
2003 4 25 16 12 53 0 132 0
2003 4 25 16 14 53 0 135 0
2003 4 25 16 17 53 0 135 0
2003 4 25 16 22 53 0 138 0
2003 4 25 16 27 53 0 140 0
2003 4 25 16 30 53 0 141 0
2003 4 25 16 46 53 0 148 0
2003 4 26 4 27 53 0 148 0
2003 4 26 4 31 53 0 148 0
2003 4 26 4 34 53 0 147 0
2003 4 26 4 41 53 0 143 0
2003 4 26 4 47 53 0 141 0
2003 4 26 4 48 53 0 141 0
2003 4 26 4 50 53 0 140 0
2003 4 26 4 55 53 0 138 0
2003 4 26 4 55 53 0 139 0
2003 4 26 5 0 53 0 135 0
2003 4 26 5 2 53 0 135 0
2003 4 26 5 3 53 0 135 0
2003 4 26 5 5 53 0 132 0
2003 4 26 5 9 53 0 129 0
2003 4 26 5 10 53 0 128 0
2003 4 26 5 15 53 0 122 0
2003 4 26 5 16 53 0 121 0
2003 4 26 5 19 53 0 117 0
2003 4 26 5 20 53 0 114 0
2003 4 26 5 23 53 0 111 0
2003 4 26 5 25 53 0 106 0
2003 4 26 5 30 53 0 98 0
2003 4 26 5 30 53 0 100 0
2003 4 26 5 35 53 0 89 0
2003 4 26 5 35 53 0 92 0
2003 4 26 5 37 53 0 89 0
2003 4 26 5 40 53 0 82 0
2003 4 26 5 44 53 0 84 0
2003 4 26 5 45 53 0 80 0
2003 4 26 5 51 53 0 83 0
2003 4 26 6 7 53 0 82 0
2003 4 26 6 23 53 0 81 0
2003 4 26 6 39 53 0 81 0
2003 4 26 6 55 53 0 81 0
2003 4 26 7 11 53 0 80 0
2003 4 26 7 27 53 0 80 0
2003 4 26 15 43 53 0 88 0
2003 4 26 15 47 53 0 92 0
2003 4 26 15 51 53 0 99 0
2003 4 26 15 55 53 0 105 0
2003 4 26 15 59 53 0 112 0
2003 4 26 16 3 53 0 119 0
2003 4 26 16 7 53 0 126 0
2003 4 26 16 11 53 0 131 0
2003 4 26 16 15 53 0 134 0
2003 4 26 16 19 53 0 138 0
2003 4 26 16 23 53 0 141 0
2003 4 26 16 27 53 0 141 0
2003 4 27 13 41 52 0 80 0
2003 4 27 13 57 52 0 80 0
2003 4 27 14 13 52 0 80 0
2003 4 27 14 29 52 0 81 0
2003 4 27 14 45 52 0 81 0
2003 4 27 15 1 52 0 81 0
2003 4 27 15 17 52 0 82 0
2003 4 27 15 33 52 0 83 0
2003 4 27 15 42 53 0 82 0
2003 4 27 15 47 53 0 88 0
2003 4 27 15 49 52 0 96 0
2003 4 27 15 52 53 0 98 0
2003 4 27 15 57 53 0 109 0
2003 4 27 16 2 53 0 115 0
2003 4 27 16 5 52 0 121 0
2003 4 27 16 7 53 0 122 0
2003 4 27 16 12 53 0 130 0
2003 4 27 16 17 53 0 133 0
2003 4 27 16 21 52 0 138 0
2003 4 27 16 22 53 0 136 0
2003 4 27 16 27 53 0 141 0
2003 4 27 16 32 53 0 146 0
2003 4 27 16 37 52 0 147 0
2003 4 27 16 37 53 0 147 0
2003 4 28 4 47 53 0 144 0
2003 4 28 4 49 53 0 147 0
2003 4 28 4 49 53 0 147 0
2003 4 28 4 52 53 0 142 0
2003 4 28 4 54 53 0 146 0
2003 4 28 4 57 53 0 140 0
2003 4 28 4 59 53 0 141 0
2003 4 28 5 2 53 0 138 0
2003 4 28 5 4 53 0 136 0
2003 4 28 5 5 53 0 138 0
2003 4 28 5 7 53 0 134 0
2003 4 28 5 9 53 0 133 0
2003 4 28 5 12 53 0 131 0
2003 4 28 5 14 53 0 130 0
2003 4 28 5 17 53 0 125 0
2003 4 28 5 19 53 0 122 0
2003 4 28 5 21 53 0 121 0
2003 4 28 5 22 53 0 118 0
2003 4 28 5 24 53 0 115 0
2003 4 28 5 27 53 0 110 0
2003 4 28 5 29 53 0 109 0
2003 4 28 5 32 53 0 101 0
2003 4 28 5 34 53 0 98 0
2003 4 28 5 37 53 0 96 0
2003 4 28 5 37 53 0 91 0
2003 4 28 5 39 53 0 88 0
2003 4 28 5 42 53 0 84 0
2003 4 28 5 44 53 0 82 0
2003 4 28 5 53 53 0 83 0
2003 4 28 6 9 53 0 82 0
2003 4 28 6 25 53 0 81 0
2003 4 28 6 41 53 0 81 0
2003 4 28 6 57 53 0 81 0
2003 4 28 7 13 53 0 80 0
2003 4 28 7 29 53 0 80 0
2003 4 28 7 45 53 0 80 0
2003 4 28 15 43 53 0 84 0
2003 4 28 15 48 53 0 91 0
2003 4 28 15 53 53 0 101 0
2003 4 28 15 58 53 0 110 0
2003 4 28 16 3 53 0 118 0
2003 4 28 16 8 53 0 125 0
2003 4 28 16 13 53 0 131 0
2003 4 28 16 18 53 0 134 0
2003 4 28 16 23 53 0 138 0
2003 4 28 16 28 53 0 140 0
2003 4 28 16 33 53 0 142 0
2003 4 28 16 38 53 0 144 0
2003 4 29 4 43 53 0 148 0
2003 4 29 4 49 53 0 146 0
2003 4 29 4 55 53 0 142 0
2003 4 29 5 1 53 0 139 0
2003 4 29 5 7 53 0 136 0
2003 4 29 5 13 53 0 131 0
2003 4 29 5 19 53 0 123 0
2003 4 29 5 25 53 0 116 0
2003 4 29 5 31 53 0 107 0
2003 4 29 5 37 53 0 101 0
2003 4 29 5 43 53 0 87 0
2003 4 29 5 49 53 0 80 0
2003 4 29 15 36 53 0 80 0
2003 4 29 15 42 53 0 87 0
2003 4 29 15 48 53 0 101 0
2003 4 29 15 54 53 0 107 0
2003 4 29 16 0 53 0 116 0
2003 4 29 16 6 53 0 123 0
2003 4 29 16 12 53 0 131 0
2003 4 29 16 18 53 0 136 0
2003 4 29 16 24 53 0 139 0
2003 4 29 16 30 53 0 142 0
2003 4 29 16 36 53 0 146 0
2003 4 29 16 42 53 0 148 0
2003 4 30 4 18 53 0 150 0
2003 4 30 4 26 53 0 148 0
2003 4 30 4 34 53 0 146 0
2003 4 30 4 42 53 0 145 0
2003 4 30 4 50 53 0 144 0
2003 4 30 4 58 53 0 140 0
2003 4 30 5 6 53 0 136 0
2003 4 30 5 14 53 0 129 0
2003 4 30 5 22 53 0 119 0
2003 4 30 5 30 53 0 107 0
2003 4 30 5 38 53 0 94 0
2003 4 30 5 46 53 0 86 0
2003 4 30 15 32 53 0 82 0
2003 4 30 15 38 53 0 86 0
2003 4 30 15 44 53 0 96 0
2003 4 30 15 50 53 0 106 0
2003 4 30 15 56 53 0 117 0
2003 4 30 16 2 53 0 125 0
2003 4 30 16 8 53 0 134 0
2003 4 30 16 14 53 0 137 0
2003 4 30 16 20 53 0 142 0
2003 4 30 16 26 53 0 145 0
2003 4 30 16 32 53 0 148 0
2003 4 30 16 38 53 0 148 0
2003 5 1 4 42 53 0 147 0
2003 5 1 4 48 53 0 147 0
2003 5 1 4 54 53 0 145 0
2003 5 1 5 0 53 0 141 0
2003 5 1 5 6 53 0 136 0
2003 5 1 5 12 53 0 131 0
2003 5 1 5 18 53 0 125 0
2003 5 1 5 24 53 0 117 0
2003 5 1 5 30 53 0 109 0
2003 5 1 5 36 53 0 100 0
2003 5 1 5 42 53 0 91 0
2003 5 1 5 48 53 0 86 0
2003 5 1 15 35 53 0 87 0
2003 5 1 15 40 53 0 93 0
2003 5 1 15 45 53 0 102 0
2003 5 1 15 50 53 0 109 0
2003 5 1 15 55 53 0 119 0
2003 5 1 16 0 53 0 127 0
2003 5 1 16 5 53 0 131 0
2003 5 1 16 10 53 0 135 0
2003 5 1 16 15 53 0 139 0
2003 5 1 16 20 53 0 143 0
2003 5 1 16 25 53 0 146 0
2003 5 1 16 30 53 0 148 0
2003 5 3 4 13 53 0 156 0
2003 5 3 4 21 53 0 155 0
2003 5 3 4 29 53 0 153 0
2003 5 3 4 37 53 0 151 0
2003 5 3 4 45 53 0 148 0
2003 5 3 4 53 53 0 144 0
2003 5 3 5 1 53 0 140 0
2003 5 3 5 9 53 0 134 0
2003 5 3 5 17 53 0 127 0
2003 5 3 5 25 53 0 116 0
2003 5 3 5 33 53 0 102 0
2003 5 3 5 41 53 0 89 0
2003 5 3 15 34 53 0 89 0
2003 5 3 15 42 53 0 102 0
2003 5 3 15 50 53 0 116 0
2003 5 3 15 58 53 0 127 0
2003 5 3 16 6 53 0 134 0
2003 5 3 16 14 53 0 140 0
2003 5 3 16 22 53 0 144 0
2003 5 3 16 30 53 0 148 0
2003 5 3 16 38 53 0 151 0
2003 5 3 16 46 53 0 153 0
2003 5 3 16 54 53 0 155 0
2003 5 3 17 2 53 0 156 0
2003 5 4 4 20 53 0 152 0
2003 5 4 4 28 53 0 151 0
2003 5 4 4 36 53 0 148 0
2003 5 4 4 44 53 0 146 0
2003 5 4 4 52 53 0 142 0
2003 5 4 5 0 53 0 138 0
2003 5 4 5 8 53 0 133 0
2003 5 4 5 16 53 0 125 0
2003 5 4 5 24 53 0 115 0
2003 5 4 5 32 53 0 101 0
2003 5 4 5 40 53 0 89 0
2003 5 4 5 48 53 0 83 0
2003 5 4 15 25 53 0 83 0
2003 5 4 15 33 53 0 89 0
2003 5 4 15 41 53 0 101 0
2003 5 4 15 49 53 0 115 0
2003 5 4 15 57 53 0 125 0
2003 5 4 16 5 53 0 133 0
2003 5 4 16 13 53 0 138 0
2003 5 4 16 21 53 0 142 0
2003 5 4 16 29 53 0 146 0
2003 5 4 16 37 53 0 148 0
2003 5 4 16 45 53 0 151 0
2003 5 4 16 53 53 0 152 0
2003 5 5 4 47 53 0 143 0
2003 5 5 4 52 53 0 142 0
2003 5 5 4 57 53 0 140 0
2003 5 5 5 2 53 0 137 0
2003 5 5 5 7 53 0 133 0
2003 5 5 5 12 53 0 129 0
2003 5 5 5 17 53 0 122 0
2003 5 5 5 22 53 0 116 0
2003 5 5 5 27 53 0 108 0
2003 5 5 5 32 53 0 100 0
2003 5 5 5 37 53 0 91 0
2003 5 5 5 42 53 0 86 0
2003 5 5 15 32 53 0 83 0
2003 5 5 15 36 53 0 87 0
2003 5 5 15 40 53 0 95 0
2003 5 5 15 44 53 0 105 0
2003 5 5 15 48 53 0 112 0
2003 5 5 15 52 53 0 117 0
2003 5 5 15 56 53 0 123 0
2003 5 5 16 0 53 0 128 0
2003 5 5 16 4 53 0 130 0
2003 5 5 16 8 53 0 134 0
2003 5 5 16 12 53 0 137 0
2003 5 5 16 16 53 0 138 0
2003 5 6 4 45 53 0 143 0
2003 5 6 4 51 53 0 143 0
2003 5 6 4 57 53 0 141 0
2003 5 6 5 3 53 0 137 0
2003 5 6 5 9 53 0 133 0
2003 5 6 5 15 53 0 127 0
2003 5 6 5 21 53 0 120 0
2003 5 6 5 27 53 0 111 0
2003 5 6 5 33 53 0 102 0
2003 5 6 5 39 53 0 93 0
2003 5 6 5 45 53 0 87 0
2003 5 6 5 51 53 0 83 0
2003 5 6 15 23 53 0 83 0
2003 5 6 15 29 53 0 87 0
2003 5 6 15 35 53 0 93 0
2003 5 6 15 41 53 0 102 0
2003 5 6 15 47 53 0 111 0
2003 5 6 15 53 53 0 120 0
2003 5 6 15 59 53 0 127 0
2003 5 6 16 5 53 0 133 0
2003 5 6 16 11 53 0 137 0
2003 5 6 16 17 53 0 141 0
2003 5 6 16 23 53 0 143 0
2003 5 6 16 29 53 0 143 0
2003 5 7 15 26 53 0 79 0
2003 5 7 15 32 53 0 85 0
2003 5 7 15 38 53 0 94 0
2003 5 7 15 44 53 0 108 0
2003 5 7 15 50 53 0 115 0
2003 5 7 15 56 53 0 125 0
2003 5 7 16 2 53 0 132 0
2003 5 7 16 8 53 0 136 0
2003 5 7 16 14 53 0 139 0
2003 5 7 16 20 53 0 143 0
2003 5 7 16 26 53 0 146 0
2003 5 7 16 32 53 0 146 0
2003 5 8 4 7 53 0 149 0
2003 5 8 4 16 53 0 149 0
2003 5 8 4 25 53 0 147 0
2003 5 8 4 34 53 0 146 0
2003 5 8 4 43 53 0 146 0
2003 5 8 4 43 53 0 144 0
2003 5 8 4 49 53 0 146 0
2003 5 8 4 52 53 0 142 0
2003 5 8 4 55 53 0 143 0
2003 5 8 5 1 53 0 139 0
2003 5 8 5 1 53 0 137 0
2003 5 8 5 7 53 0 136 0
2003 5 8 5 10 53 0 132 0
2003 5 8 5 13 53 0 132 0
2003 5 8 5 19 53 0 125 0
2003 5 8 5 19 53 0 123 0
2003 5 8 5 25 53 0 115 0
2003 5 8 5 28 53 0 109 0
2003 5 8 5 31 53 0 108 0
2003 5 8 5 37 53 0 94 0
2003 5 8 5 37 53 0 94 0
2003 5 8 5 43 53 0 85 0
2003 5 8 5 46 53 0 85 0
2003 5 8 5 49 53 0 79 0
2003 5 8 15 29 53 0 84 0
2003 5 8 15 34 53 0 91 0
2003 5 8 15 39 53 0 101 0
2003 5 8 15 44 53 0 109 0
2003 5 8 15 49 53 0 117 0
2003 5 8 15 54 53 0 125 0
2003 5 8 15 59 53 0 132 0
2003 5 8 16 4 53 0 136 0
2003 5 8 16 9 53 0 140 0
2003 5 8 16 14 53 0 143 0
2003 5 8 16 19 53 0 146 0
2003 5 8 16 24 53 0 147 0
2003 5 9 4 11 53 0 150 0
2003 5 9 4 20 53 0 150 0
2003 5 9 4 29 53 0 147 0
