# Blue light only
0
# midLon
160.66
# fixFirst
 161.45 22.85 2452527.4992542458
# fixFirstVar
 0 0
 0 0
# fixLast
 159.87 21.95 2452780.499253103
# fixLastVar
 0 0
 0 0
# nrow
4536
# ncol
13
# nstep
303
# idx1
 1 25 49 73 97 109 121 133 145 157 169 181 193 217 241 253 265 289 313 325 337 349 361 373 385 397 409 421 445 481 493 505 517 541 565 577 589 601 625 637 649 661 673 685 697 709 721 745 757 781 805 829 865 877 889 901 913 925 949 961 973 997 1009 1033 1069 1081 1093 1105 1117 1129 1141 1153 1165 1177 1189 1213 1225 1249 1273 1285 1297 1309 1333 1345 1357 1369 1381 1393 1405 1429 1441 1465 1489 1513 1537 1549 1573 1585 1597 1609 1621 1633 1645 1657 1669 1681 1693 1705 1717 1729 1741 1753 1765 1777 1801 1825 1837 1849 1861 1873 1885 1897 1909 1921 1933 1945 1957 1969 1981 1993 2005 2017 2029 2053 2065 2077 2089 2101 2113 2125 2149 2161 2173 2185 2197 2209 2221 2233 2245 2257 2269 2281 2305 2341 2353 2365 2377 2389 2413 2425 2437 2449 2461 2485 2497 2509 2521 2545 2569 2581 2593 2605 2617 2629 2641 2653 2665 2677 2701 2713 2725 2737 2749 2761 2785 2809 2821 2833 2845 2857 2869 2881 2893 2905 2917 2929 2941 2953 2965 2977 2989 3001 3013 3025 3037 3049 3061 3073 3085 3097 3109 3121 3145 3181 3193 3217 3253 3265 3277 3289 3301 3313 3325 3337 3349 3361 3373 3385 3397 3421 3433 3445 3469 3481 3493 3505 3517 3529 3541 3553 3565 3577 3589 3601 3613 3625 3637 3649 3673 3697 3709 3721 3745 3781 3793 3805 3829 3841 3853 3865 3877 3889 3901 3913 3925 3937 3949 3961 3973 3985 4009 4045 4057 4081 4117 4129 4141 4153 4165 4177 4189 4201 4213 4225 4237 4249 4261 4273 4285 4297 4309 4333 4345 4357 4369 4381 4393 4417 4441 4465 4477 4489 4513
# idx2
 24 48 72 96 108 120 132 144 156 168 180 192 216 240 252 264 288 312 324 336 348 360 372 384 396 408 420 444 480 492 504 516 540 564 576 588 600 624 636 648 660 672 684 696 708 720 744 756 780 804 828 864 876 888 900 912 924 948 960 972 996 1008 1032 1068 1080 1092 1104 1116 1128 1140 1152 1164 1176 1188 1212 1224 1248 1272 1284 1296 1308 1332 1344 1356 1368 1380 1392 1404 1428 1440 1464 1488 1512 1536 1548 1572 1584 1596 1608 1620 1632 1644 1656 1668 1680 1692 1704 1716 1728 1740 1752 1764 1776 1800 1824 1836 1848 1860 1872 1884 1896 1908 1920 1932 1944 1956 1968 1980 1992 2004 2016 2028 2052 2064 2076 2088 2100 2112 2124 2148 2160 2172 2184 2196 2208 2220 2232 2244 2256 2268 2280 2304 2340 2352 2364 2376 2388 2412 2424 2436 2448 2460 2484 2496 2508 2520 2544 2568 2580 2592 2604 2616 2628 2640 2652 2664 2676 2700 2712 2724 2736 2748 2760 2784 2808 2820 2832 2844 2856 2868 2880 2892 2904 2916 2928 2940 2952 2964 2976 2988 3000 3012 3024 3036 3048 3060 3072 3084 3096 3108 3120 3144 3180 3192 3216 3252 3264 3276 3288 3300 3312 3324 3336 3348 3360 3372 3384 3396 3420 3432 3444 3468 3480 3492 3504 3516 3528 3540 3552 3564 3576 3588 3600 3612 3624 3636 3648 3672 3696 3708 3720 3744 3780 3792 3804 3828 3840 3852 3864 3876 3888 3900 3912 3924 3936 3948 3960 3972 3984 4008 4044 4056 4080 4116 4128 4140 4152 4164 4176 4188 4200 4212 4224 4236 4248 4260 4272 4284 4296 4308 4332 4344 4356 4368 4380 4392 4416 4440 4464 4476 4488 4512 4536
# obsMat
2452529.14991898 2452529.14917322 224.187018864148 0 169.635718762907 4.4602526436681 229.734589121762 -16.4390038327804 0.272036954759192 69 0 1 2452529.18840933
2452529.15547454 2452529.15472878 226.192494731396 0 169.640706211432 4.45813829781836 229.812551095554 -16.4656200866642 0.27261599258553 75 0 1 2452529.18840933
2452529.1596412 2452529.15889544 227.696601673902 0 169.644446788567 4.45655251229822 229.871028831466 -16.4855607351251 0.273050463165121 85 0 1 2452529.18840933
2452529.16103009 2452529.16028433 228.197970598703 0 169.64569364569 4.45602391221596 229.890522599537 -16.4922035100451 0.273195323181495 84 0 1 2452529.18840933
2452529.1658912 2452529.16514544 229.952761835477 0 169.650057638606 4.45417379237174 229.958755481162 -16.5154370362397 0.273702476600865 93 0 1 2452529.18840933
2452529.16658565 2452529.16583989 230.203446297848 0 169.650681065275 4.45390948705403 229.968503631781 -16.5187540548498 0.273774945261852 91 0 1 2452529.18840933
2452529.1721412 2452529.17139544 232.208922165097 0 169.655668471036 4.45179502199361 230.046494209848 -16.5452716797594 0.274354857687708 103 0 1 2452529.18840933
2452529.1721412 2452529.17139544 232.208922165097 0 169.655668471036 4.45179502199361 230.046494209848 -16.5452716797594 0.274354857687708 105 0 1 2452529.18840933
2452529.17769676 2452529.176951 234.214398032345 0 169.660655862571 4.44968051722775 230.124494331563 -16.5717563368527 0.274935059174689 115 0 1 2452529.18840933
2452529.1783912 2452529.17764544 234.465082494775 0 169.661279285461 4.4494162013632 230.134245017212 -16.5750645983903 0.275007604617564 119 0 1 2452529.18840933
2452529.18325232 2452529.18250655 236.219873899652 0 169.665643239893 4.44756597277229 230.202504001175 -16.5982079805155 0.275515548487517 126 0 1 2452529.18840933
2452529.1846412 2452529.18389544 236.721242824453 0 169.6668900819 4.44703733050301 230.222007909288 -16.604815727191 0.275660715631636 131 0 1 2452529.18840933
2452529.18880787 2452529.18806211 238.225349598797 0 169.670630602597 4.44545138882003 230.280523216263 -16.6246265629973 0.276096324342638 135 0 1 2452529.18840933
2452529.1908912 2452529.19014544 238.977403154073 0 169.672500860371 4.4446584094354 230.309782891911 -16.6345250013455 0.276314188971763 140 0 1 2452529.18840933
2452529.19436343 2452529.19361767 240.230825466046 0 169.675617951534 4.44333676503224 230.358551993903 -16.6510120432665 0.276677385602956 141 0 1 2452529.18840933
2452529.1971412 2452529.19639544 241.233563315647 0 169.678111620478 4.44227943836012 230.397569964173 -16.6641923539514 0.276968022831785 145 0 1 2452529.18840933
2452529.19991898 2452529.19917322 242.236301333352 0 169.680605286299 4.44122210160189 230.436590331434 -16.6773643737268 0.277258730985788 144 0 1 2452529.18840933
2452529.2033912 2452529.20264544 243.489723645325 0 169.683722363075 4.43990041694484 230.485369144602 -16.6938177248641 0.277622215552433 148 0 1 2452529.18840933
2452529.20547454 2452529.20472878 244.241776864394 0 169.685592606488 4.43910739872209 230.514638226062 -16.7036835068685 0.277840359208846 149 0 1 2452529.18840933
2452529.2096412 2452529.20889544 245.745883806841 0 169.689333087765 4.43752134538929 230.573180431901 -16.7234010474285 0.278276765328926 152 0 1 2452529.18840933
2452529.21103009 2452529.21028433 246.247252731642 0 169.690579912951 4.4369926560539 230.592695694501 -16.7299694018784 0.278422269136466 151 0 1 2452529.18840933
2452529.2158912 2452529.21514544 248.00204413652 0 169.694943794567 4.43514222371594 230.661003831115 -16.752942257328 0.27893167040602 153 0 1 2452529.18840933
2452529.2221412 2452529.22139544 250.258204466198 0 169.7005544835 4.432763051947 230.748839347092 -16.7824412903704 0.279586929029089 155 0 1 2452529.18840933
2452529.2283912 2452529.22764544 252.514364627772 0 169.706165154168 4.43038383028216 230.836686977942 -16.8118980802978 0.280242539395485 156 0 1 2452529.18840933
2452529.6658912 2452529.66514544 50.4455848464859 0 170.098868947458 4.26371520707557 237.016201058826 -18.7652230715198 0.326905804134277 156 0 2 2452529.70437577
2452529.6721412 2452529.67139544 52.701745176164 0 170.104478401742 4.26133248725474 237.104908605042 -18.7915249936041 0.327581963970186 155 0 2 2452529.70437577
2452529.6783912 2452529.67764544 54.9579055058421 0 170.110087839599 4.25894971897233 237.19362807155 -18.8177804021023 0.328258351766253 153 0 2 2452529.70437577
2452529.68324074 2452529.68249498 56.7085186906043 0 170.114440336288 4.25710083402534 237.262476007865 -18.8381205707043 0.328783334553126 151 0 2 2452529.70437577
2452529.6846412 2452529.68389544 57.214065835462 0 170.115697261049 4.25656690225084 237.282359447926 -18.8439892425379 0.328934965843051 152 0 2 2452529.70437577
2452529.6887963 2452529.68805053 58.7139945579111 0 170.11942647824 4.25498274369278 237.341355963629 -18.8613874695709 0.329384913276519 149 0 2 2452529.70437577
2452529.6908912 2452529.69014544 59.47022616514 0 170.121306666112 4.25418403711274 237.371102723532 -18.8701514605723 0.329611804522511 148 0 2 2452529.70437577
2452529.69435185 2452529.69360609 60.7194704251597 0 170.124412607254 4.25286461511679 237.420245315575 -18.8846175024986 0.32998666858274 144 0 2 2452529.70437577
2452529.6971412 2452529.69639544 61.7263863267144 0 170.126916054389 4.25180112375776 237.459857880908 -18.8962670000613 0.330288866077278 145 0 2 2452529.70437577
2452529.69990741 2452529.69916165 62.7249461243046 0 170.129398723343 4.25074644831319 237.499144055996 -18.9078106314801 0.330588599294681 141 0 2 2452529.70437577
2452529.7033912 2452529.70264544 63.9825464882306 0 170.132525426737 4.24941816185338 237.548624922214 -18.9223358108324 0.330966148932734 140 0 2 2452529.70437577
2452529.70546296 2452529.7047172 64.7304218235076 0 170.134384826106 4.24862824347511 237.578052170431 -18.9309668166536 0.331190704185538 135 0 2 2452529.70437577
2452529.7096412 2452529.70889544 66.2387068179087 0 170.138134782756 4.24703515159924 237.637403829566 -18.9483578370134 0.331643651364217 131 0 2 2452529.70437577
2452529.71101852 2452529.71027276 66.7358976907562 0 170.13937091639 4.24651000026328 237.656969664132 -18.9540860240651 0.331792982180711 126 0 2 2452529.70437577
2452529.7158912 2452529.71514544 68.4948671475868 0 170.143744122468 4.24465209301803 237.726194591471 -18.9743330248162 0.332321371698717 119 0 2 2452529.70437577
2452529.71657407 2452529.71582831 68.7413735580049 0 170.144356993792 4.24439171887083 237.735896522375 -18.977168214022 0.332395432055007 115 0 2 2452529.70437577
