DeployID,Ptt,DepthSensor,Source,Instr,Date,Hours,LocationQuality,Latitude,Longitude,PerCentMLTime,MLTave,MLTmin,MLTmax,MLDExtreme,SSTAve,SSTmin,SSTmax,TempMin,DepthMin,DepthMax
"Cow shark 1",117484,0.500000,DAP,Mk10,18:00:00 01-Jun-2013,6,GPE,-35.50000000,19.13171959,52.000000,16.098139,15.225000,16.975000,35.250000,,,,13.93,0.75,43.25
"Cow shark 1",117484,0.500000,DAP,Mk10,00:00:00 02-Jun-2013,6,GPE,-35.50000000,19.13171959,97.000000,15.485572,15.175001,15.775001,7.250000,15.20,15.20,15.20,15.18,-0.25,7.25
"Cow shark 1",117484,0.500000,DAP,Mk10,06:00:00 02-Jun-2013,6,GPE,-35.50000000,19.13171959,100.000000,14.965140,14.725000,15.375001,11.250000,,,,14.73,0.25,11.25
"Cow shark 1",117484,0.500000,DAP,Mk10,12:00:00 02-Jun-2013,6,GPE,-35.50000000,19.13171959,95.000000,14.625001,14.325001,14.775001,9.750000,14.46,14.46,14.46,14.33,-0.25,9.75
"Cow shark 1",117484,0.500000,DAP,Mk10,18:00:00 02-Jun-2013,6,GPE,-35.50000000,19.13171959,100.000000,14.480834,14.025001,14.775001,13.250000,14.24,14.24,14.24,14.03,-0.25,13.25
"Cow shark 1",117484,0.500000,DAP,Mk10,00:00:00 03-Jun-2013,6,GPE,-35.50000000,19.13171959,100.000000,14.277640,13.725000,14.475000,9.750000,14.13,14.13,14.13,13.73,-0.25,9.75
"Cow shark 1",117484,0.500000,DAP,Mk10,06:00:00 03-Jun-2013,6,GPE,-36.50000000,18.56576920,100.000000,14.276389,14.175001,14.425001,10.750000,,,,14.18,3.75,10.75
"Cow shark 1",117484,0.500000,DAP,Mk10,12:00:00 03-Jun-2013,6,GPE,-36.50000000,18.56576920,100.000000,14.529862,14.275001,14.825001,9.750000,14.53,14.53,14.53,14.28,-0.25,9.75
"Cow shark 1",117484,0.500000,DAP,Mk10,18:00:00 03-Jun-2013,6,GPE,-34.00000000,17.29416084,100.000000,14.795279,14.425001,15.025001,10.750000,14.75,14.75,14.75,14.43,-0.25,10.75
"Cow shark 1",117484,0.500000,DAP,Mk10,00:00:00 04-Jun-2013,6,GPE,-34.00000000,17.29416084,100.000000,14.851806,14.725000,14.975000,6.250000,14.84,14.84,14.84,14.73,-0.25,6.25
"Cow shark 1",117484,0.500000,DAP,Mk10,06:00:00 04-Jun-2013,6,GPE,-34.00000000,17.27754021,100.000000,14.911806,14.775001,15.025001,10.250000,,,,14.78,0.75,10.25
"Cow shark 1",117484,0.500000,DAP,Mk10,12:00:00 04-Jun-2013,6,GPE,-34.00000000,17.27754021,100.000000,15.027223,14.925001,15.175001,9.250000,15.05,15.05,15.05,14.93,-0.25,9.25
"Cow shark 1",117484,0.500000,DAP,Mk10,18:00:00 04-Jun-2013,6,GPE,-37.00000000,18.75267982,100.000000,15.103195,15.025001,15.175001,2.250000,15.10,15.10,15.10,15.03,-0.25,2.25
"Cow shark 1",117484,0.500000,DAP,Mk10,00:00:00 05-Jun-2013,6,GPE,-37.00000000,18.75267982,100.000000,15.095695,14.925001,15.275001,8.750000,15.06,15.06,15.06,14.93,-0.25,8.75
"Cow shark 1",117484,0.500000,DAP,Mk10,06:00:00 05-Jun-2013,6,GPE,-35.50000000,19.14785004,100.000000,15.251806,14.975000,15.375001,10.750000,,,,14.98,0.25,10.75
"Cow shark 1",117484,0.500000,DAP,Mk10,12:00:00 05-Jun-2013,6,GPE,-35.50000000,19.14785004,100.000000,15.354445,15.275001,15.425001,9.750000,15.34,15.34,15.34,15.28,-0.25,9.75
"Cow shark 1",117484,0.500000,DAP,Mk10,18:00:00 05-Jun-2013,6,GPE,-34.50000000,18.26652908,100.000000,15.281806,15.175001,15.375001,5.250000,15.29,15.29,15.29,15.18,-0.25,5.25
