DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Comment
"Cow shark 1",117484,Mk10,06:01:00 18-Sep-2013,GPE,,45.50000000,19.84844017,,1555680,15577,0,1222320,180,4.084520,114.366600,
"Cow shark 1",117484,Mk10,08:57:00 19-Sep-2013,GPE,,-79.00000000,-14.36028957,,277800,55475,0,333360,0,4.132314,20.661570,
"Cow shark 1",117484,Mk10,17:05:00 23-Sep-2013,GPE,,39.00000000,18.61236000,,638940,17271,0,166680,180,1.704809,19.605310,
"Cow shark 1",117484,Mk10,16:58:00 25-Sep-2013,GPE,,32.50000000,17.64263916,,3833640,18744,0,5667120,180,2.605506,179.779907,
"Cow shark 1",117484,Mk10,04:59:00 26-Sep-2013,GPE,,30.50000000,18.05501938,,3722520,95550,0,5000400,180,2.853943,191.214203,
"Cow shark 1",117484,Mk10,16:48:00 26-Sep-2013,GPE,,40.50000000,18.04726028,,888960,29373,0,444480,180,1.828161,29.250570,
"Cow shark 1",117484,Mk10,16:59:00 02-Oct-2013,GPE,,31.00000000,15.45827961,,2416860,118706,0,833400,180,2.470315,107.458702,
"Cow shark 1",117484,Mk10,04:56:00 03-Oct-2013,GPE,,50.00000000,14.47362995,,750060,27267,0,277800,180,1.124624,15.182430,
"Cow shark 1",117484,Mk10,16:48:00 03-Oct-2013,GPE,,-19.50000000,20.96190071,,388920,20949,0,111120,0,1.168900,8.182297,
"Cow shark 1",117484,Mk10,17:10:00 04-Oct-2013,GPE,,-29.00000000,17.19366074,,1055640,194386,0,777840,0,5.291647,100.541298,
"Cow shark 1",117484,Mk10,16:48:00 05-Oct-2013,GPE,,-4.00000000,24.36335945,,527820,48915,0,166680,0,1.385890,13.165950,
"Cow shark 1",117484,Mk10,17:21:00 06-Oct-2013,GPE,,-31.00000000,18.29597092,,277800,84925,0,,,1.298888,6.494442,
"Cow shark 1",117484,Mk10,04:24:00 07-Oct-2013,GPE,,-31.00000000,18.32168007,,305580,21077,0,55560,0,1.604221,8.823216,
"Cow shark 1",117484,Mk10,17:23:00 07-Oct-2013,GPE,,-33.00000000,18.89147949,,305580,133790,0,55560,0,1.628390,8.956146,
"Cow shark 1",117484,Mk10,04:08:00 08-Oct-2013,GPE,,-33.50000000,19.01884079,,583380,238272,0,277800,0,3.875193,40.689522,
"Cow shark 1",117484,Mk10,17:29:00 10-Oct-2013,GPE,,-32.00000000,17.35300064,,444480,84951,0,111120,0,2.797048,22.376390,
"Cow shark 1",117484,Mk10,04:35:00 11-Oct-2013,GPE,,-34.00000000,17.22455025,,222240,18425,0,,,1.227358,4.909433,
"Cow shark 1",117484,Mk10,04:37:00 13-Oct-2013,GPE,,-23.00000000,17.59567070,,750060,117971,0,388920,0,4.283175,57.822861,
